"item","Año","Genero","Institución educativa","Deporte","Rol","Ciudad","Departamento"
"925","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"926","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"927","2024","Hombre","IE Manuela Beltran","Natación","Deportista","Yopal","Casanare"
"928","2024","Hombre","Gimnasio Comfacasanare","Baloncesto","Deportista","Yopal","Casanare"
"929","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"930","2024","Hombre","Colegio Alianza Pedagogica","Fútbol Sala","Deportista","Yopal","Casanare"
"931","2024","Hombre","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"932","2024","Hombre","IE Braulio Gonzalez","Festivales Escolares","Deportista","Yopal","Casanare"
"933","2024","Hombre","Liceo Escolar los Ángeles","Atletismo","Deportista","Yopal","Casanare"
"934","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"935","2024","Mujer","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"936","2024","Hombre","IE Policarpa Salavarrieta","Baloncesto","Deportista","Yopal","Casanare"
"937","2024","Mujer","Colegio Bethel","Voleibol","Deportista","Yopal","Casanare"
"938","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"939","2024","Hombre","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"940","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"941","2024","Hombre","IE Lucila Piragauta","Fútbol Sala","Deportista","Yopal","Casanare"
"942","2024","Hombre","IE Braulio Gonzalez","Ajedrez Integrado","Deportista","Yopal","Casanare"
"943","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Boxeo","Deportista","Yopal","Casanare"
"944","2024","Hombre","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"945","2024","Hombre","Liceo Campestre Andino","Fútbol de Salón","Deportista","Yopal","Casanare"
"946","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol Sala","Deportista","Yopal","Casanare"
"947","2024","Hombre","IE El Paraiso","Voleibol","Deportista","Yopal","Casanare"
"948","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"949","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"950","2024","Hombre","IE Santa Teresa","Fútbol Sala","Deportista","Yopal","Casanare"
"951","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"952","2024","Mujer","IE Divino Salvador","Fútbol Sala","Deportista","Yopal","Casanare"
"953","2024","Mujer","IE Lucila Piragauta","Baloncesto","Deportista","Yopal","Casanare"
"954","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"955","2024","Mujer","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"956","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"957","2024","Hombre","Liceo Pedagógico Colombo Inglés","Tenis de Mesa","Deportista","Yopal","Casanare"
"958","2024","Hombre","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"959","2024","Hombre","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"960","2024","Hombre","Colegio Monterrosales Bilingüe Yopal","Natación","Deportista","Yopal","Casanare"
"961","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"962","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"963","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"964","2024","Hombre","Colegio Liceo Moderno Sede Yopal","Patinaje","Deportista","Yopal","Casanare"
"965","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol de Salón","Deportista","Yopal","Casanare"
"966","2024","Hombre","Instituto Tecnico Empresarial","Ajedrez Integrado","Deportista","Yopal","Casanare"
"967","2024","Mujer","IE Carlos Lleras Restrepo","Fútbol Sala","Deportista","Yopal","Casanare"
"968","2024","Mujer","Liceo Escolar los Ángeles","Voleibol","Deportista","Yopal","Casanare"
"969","2024","Mujer","IE Policarpa Salavarrieta","Baloncesto 3x3","Deportista","Yopal","Casanare"
"970","2024","Mujer","IE Luis Hernandez Vargas","Fútbol de Salón","Deportista","Yopal","Casanare"
"971","2024","Mujer","Instituto Tecnico Empresarial","Atletismo","Deportista","Yopal","Casanare"
"972","2024","Mujer","IE Braulio Gonzalez","Atletismo","Deportista","Yopal","Casanare"
"973","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"974","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol de Salón","Deportista","Yopal","Casanare"
"975","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"976","2024","Hombre","IE Braulio Gonzalez","Voleibol","Deportista","Yopal","Casanare"
"977","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol","Deportista","Yopal","Casanare"
"978","2024","Mujer","IE Braulio Gonzalez","Mini Baloncesto","Deportista","Yopal","Casanare"
"979","2024","Mujer","Instituto Tecnico Empresarial","Mini Baloncesto","Deportista","Yopal","Casanare"
"980","2024","Mujer","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"981","2024","Mujer","Instituto Tecnico Empresarial","Fútbol Sala","Deportista","Yopal","Casanare"
"982","2024","Mujer","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"983","2024","Mujer","Gimnasio Comfacasanare","Ajedrez Integrado","Deportista","Yopal","Casanare"
"984","2024","Mujer","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"985","2024","Mujer","IE Policarpa Salavarrieta","Fútbol de Salón","Deportista","Yopal","Casanare"
"986","2024","Hombre","Colegio de la Presentación Yopal","Fútbol Sala","Deportista","Yopal","Casanare"
"987","2024","Hombre","IE Técnica Agropecuaria Lorgio Rodríguez","Tejo","Deportista","Yopal","Casanare"
"988","2024","Mujer","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"989","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"990","2024","Mujer","Gimnasio de los Llanos","Voleibol","Deportista","Yopal","Casanare"
"991","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"992","2024","Hombre","IE La Campiña","Fútbol","Deportista","Yopal","Casanare"
"993","2024","Hombre","IE La Campiña","Fútbol","Deportista","Yopal","Casanare"
"994","2024","Hombre","IE Manuela Beltran","Fútbol","Deportista","Yopal","Casanare"
"995","2024","Hombre","Colegio Alianza Pedagogica","Fútbol de Salón","Deportista","Yopal","Casanare"
"996","2024","Hombre","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"997","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"998","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"999","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,000","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,001","2024","Hombre","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,002","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"1,003","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,004","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"1,005","2024","Hombre","IE El Triunfo","Tejo","Deportista","Yopal","Casanare"
"1,006","2024","Hombre","IE Carlos Lleras Restrepo","Fútbol Sala","Deportista","Yopal","Casanare"
"1,007","2024","Hombre","IE La Campiña","Baloncesto","Deportista","Yopal","Casanare"
"1,008","2024","Hombre","IE Divino Salvador","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,009","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol","Deportista","Yopal","Casanare"
"1,010","2024","Mujer","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"1,011","2024","Hombre","Gimnasio Thomas Jefferson","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,012","2024","Mujer","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"1,013","2024","Mujer","Gimnasio Thomas Jefferson","Voleibol","Deportista","Yopal","Casanare"
"1,014","2024","Hombre","Colegio Alianza Pedagogica","Fútbol Sala","Deportista","Yopal","Casanare"
"1,015","2024","Hombre","IE El Paraiso","Voleibol","Deportista","Yopal","Casanare"
"1,016","2024","Hombre","Inst Autonomo Shakespeare Y Cervantes","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,017","2024","Hombre","Liceo Pedagógico Colombo Inglés","Fútbol Sala","Deportista","Yopal","Casanare"
"1,018","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol","Deportista","Yopal","Casanare"
"1,019","2024","Hombre","IE La Campiña","Baloncesto","Deportista","Yopal","Casanare"
"1,020","2024","Hombre","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"1,021","2024","Hombre","IE Antonio Nariño","Fútbol Sala","Deportista","Yopal","Casanare"
"1,022","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,023","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Atletismo","Deportista","Yopal","Casanare"
"1,024","2024","Hombre","IE Manuela Beltran","Voleibol","Deportista","Yopal","Casanare"
"1,025","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,026","2024","Hombre","IE Divino Salvador","Fútbol Sala","Deportista","Yopal","Casanare"
"1,027","2024","Hombre","Colegio Bethel","Fútbol Sala","Deportista","Yopal","Casanare"
"1,028","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Tejo","Deportista","Yopal","Casanare"
"1,029","2024","Hombre","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"1,030","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"1,031","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"1,032","2024","Hombre","IE Braulio Gonzalez","Taekwondo","Deportista","Yopal","Casanare"
"1,033","2024","Hombre","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,034","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"1,035","2024","Hombre","IE Santa Teresa","Fútbol Sala","Deportista","Yopal","Casanare"
"1,036","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,037","2024","Hombre","IE Luis Hernandez Vargas","Mini Baloncesto","Deportista","Yopal","Casanare"
"1,038","2024","Hombre","IE La Campiña","Fútbol","Deportista","Yopal","Casanare"
"1,039","2024","Hombre","IE Luis Hernandez Vargas","Baloncesto","Deportista","Yopal","Casanare"
"1,040","2024","Hombre","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,041","2024","Hombre","IE Luis Carlos Galan SarmIEnto","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,042","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"1,043","2024","Hombre","IE Braulio Gonzalez","Tenis de Mesa","Deportista","Yopal","Casanare"
"1,044","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,045","2024","Hombre","Gimnasio de los Llanos","Fútbol","Deportista","Yopal","Casanare"
"1,046","2024","Hombre","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"1,047","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,048","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol","Deportista","Yopal","Casanare"
"1,049","2024","Hombre","IE Braulio Gonzalez","Taekwondo","Deportista","Yopal","Casanare"
"1,050","2024","Hombre","Liceo de la Sabana","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,051","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"1,052","2024","Mujer","Colegio de la Presentación Yopal","Mini Voleibol","Deportista","Yopal","Casanare"
"1,053","2024","Mujer","Liceo Gustavo Matamoros Leon","Voleibol","Deportista","Yopal","Casanare"
"1,054","2024","Mujer","IE Centro Social","Tenis de Mesa","Deportista","Yopal","Casanare"
"1,055","2024","Mujer","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"1,056","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"1,057","2024","Mujer","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,058","2024","Mujer","Liceo Escolar los Ángeles","Tenis de Mesa","Deportista","Yopal","Casanare"
"1,059","2024","Mujer","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"1,060","2024","Mujer","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"1,061","2024","Mujer","IE Centro Social","Mini Voleibol","Deportista","Yopal","Casanare"
"1,062","2024","Mujer","IE Centro Social","Levantamiento de Pesas","Deportista","Yopal","Casanare"
"1,063","2024","Mujer","IE La Campiña","Voleibol","Deportista","Yopal","Casanare"
"1,233","2024","Hombre","Colegio Bethel","Fútbol","Deportista","Yopal","Casanare"
"1,064","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,065","2024","Hombre","IE Lucila Piragauta","Baloncesto","Deportista","Yopal","Casanare"
"1,066","2024","Mujer","IE Divino Salvador","Fútbol Sala","Deportista","Yopal","Casanare"
"1,067","2024","Mujer","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"1,068","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Voleibol","Deportista","Yopal","Casanare"
"1,069","2024","Mujer","Liceo de la Sabana","Ajedrez Integrado","Deportista","Yopal","Casanare"
"1,070","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,071","2024","Hombre","Colegio Bethel","Fútbol Sala","Deportista","Yopal","Casanare"
"1,072","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"1,073","2024","Hombre","Instituto Tecnico Empresarial","Tenis de Mesa","Deportista","Yopal","Casanare"
"1,074","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,075","2024","Hombre","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"1,076","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"1,077","2024","Hombre","IE Divino Salvador","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,078","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"1,079","2024","Hombre","Liceo Campestre Andino","Fútbol Sala","Deportista","Yopal","Casanare"
"1,080","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"1,081","2024","Hombre","Instituto Tecnico Empresarial","Taekwondo","Deportista","Yopal","Casanare"
"1,082","2024","Mujer","IE Manuela Beltran","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,083","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,084","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"1,085","2024","Hombre","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,086","2024","Mujer","IE Divino Salvador","Atletismo","Deportista","Yopal","Casanare"
"1,087","2024","Mujer","IE Luis Carlos Galan SarmIEnto","Fútbol Sala","Deportista","Yopal","Casanare"
"1,088","2024","Hombre","Colegio Bethel","Fútbol","Deportista","Yopal","Casanare"
"1,089","2024","Mujer","IE Luis Carlos Galan SarmIEnto","Fútbol Sala","Deportista","Yopal","Casanare"
"1,090","2024","Hombre","Colegio de la Presentación Yopal","Fútbol Sala","Deportista","Yopal","Casanare"
"1,091","2024","Hombre","IE Braulio Gonzalez","Festivales Escolares","Deportista","Yopal","Casanare"
"1,092","2024","Hombre","Gimnasio Comfacasanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,093","2024","Mujer","IE Carlos Lleras Restrepo","Fútbol Sala","Deportista","Yopal","Casanare"
"1,094","2024","Mujer","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"1,095","2024","Hombre","IE Braulio Gonzalez","Mini Baloncesto","Deportista","Yopal","Casanare"
"1,096","2024","Mujer","IE Técnica Empresarial Llano Lindo Itell","Boxeo","Deportista","Yopal","Casanare"
"1,097","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,098","2024","Hombre","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"1,099","2024","Mujer","Gimnasio Comfacasanare","Patinaje","Deportista","Yopal","Casanare"
"1,100","2024","Mujer","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,101","2024","Hombre","IE Policarpa Salavarrieta","Mini Baloncesto","Deportista","Yopal","Casanare"
"1,102","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"1,103","2024","Mujer","Liceo Gustavo Matamoros Leon","Porrismo","Deportista","Yopal","Casanare"
"1,104","2024","Mujer","Gimnasio de los Llanos","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,105","2024","Mujer","IE Centro Social","Fútbol de Salón","Deportista","Yopal","Casanare"
"1,106","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Voleibol","Deportista","Yopal","Casanare"
"1,107","2024","Mujer","Liceo Escolar los Ángeles","Voleibol","Deportista","Yopal","Casanare"
"1,108","2024","Hombre","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"1,109","2024","Hombre","Institucion Educativa Isaac Newton","Fútbol de Salón","Deportista","Yopal","Casanare"
